Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL3211072,,0,425.41,1,2.33,SID17508762,COc1nc(N/N=C/c2ccc(-c3cccc([N+](=O)[O-])c3)o2)nc(N2CCOCC2)n1,IC50,'=',3350.96,nM,5.47,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1360981,,0,439.48,0,3.01,SID842471,Cc1ccc(Cn2c(=N)c(C(=O)NCc3ccco3)cc3c(=O)n4ccccc4nc32)cc1,IC50,'=',3141.54,nM,5.5,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1382279,,0,402.29,0,4.54,SID22404983,CCNc1ccc(Br)cc(C(=O)/C=C/c2ccc(OCC)cc2)c1=O,IC50,'=',2846.76,nM,5.55,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1342843,,0,502.59,1,2.02,SID26724219,COCCN(CCOC)S(=O)(=O)c1ccc(C(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1,IC50,'>',54000,nM,,,Not Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1721937,,0,420.9,1,6.05,SID17507706,Oc1ccc(N=Nc2cccc(Cl)c2)cc1/C=N/c1ccc(N2CCOCC2)cc1,IC50,'=',5143.65,nM,5.29,,Not Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1381627,,0,458.45,1,3.57,SID17385711,COc1cc(-c2nnc(SCc3cc(=O)oc4cc(O)c(O)cc34)o2)cc(OC)c1OC,IC50,'=',3768.18,nM,5.42,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1568305,,0,381.82,0,4.82,SID14745880,CCOC(=O)c1cc(-c2ccco2)nc2c1c(C)nn2-c1cccc(Cl)c1,IC50,'=',2510.5,nM,5.6,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1400510,,0,182.23,0,3.32,SID17387527,CC1=Nc2cccc3cccc(c23)N1,IC50,'=',3707.32,nM,5.43,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1333249,,0,434.41,0,1.51,SID17506228,Cn1c(N)c(C(=O)COC(=O)c2cc(-c3ccco3)nc3ccccc23)c(=O)n(C)c1=O,IC50,'=',2971.39,nM,5.53,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL4087084,,0,673.64,2,8.34,22,Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)CCCN(Cc2ccc(C(=O)O)cc2)C3=O)cc(C)c1Cl,Ki,'=',3.3,nM,8.48,,,UO_0000065,12.59,0.25,0.14,9.47,TRUE,CHEMBL4023195,Inhibition of FITC-Bak-BH3/FITC-Bim-BH3 binding to MCL1 (172 to 327 residues) (unknown origin) expressed in Escherichia coli BL21 CodonPlus (DE3) RIL after 1.5 hrs by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020825,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4086356,,0,712.68,2,8.83,1,Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)CCCN(c2cc(C(=O)O)cc4c2ccn4C)C3=O)cc(C)c1Cl,Ki,'<',1,nM,,,,UO_0000065,,,,,TRUE,CHEMBL4023195,Inhibition of FITC-Bak-BH3/FITC-Bim-BH3 binding to MCL1 (172 to 327 residues) (unknown origin) expressed in Escherichia coli BL21 CodonPlus (DE3) RIL after 1.5 hrs by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020825,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4068996,,0,712.68,2,8.83,40,Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)cc(Cl)cc24)CCCN(c2cc(C(=O)O)c4ccn(C)c4c2)C3=O)cc(C)c1Cl,Ki,'=',94,nM,7.03,,,UO_0000065,9.86,0.19,-1.8,7.43,FALSE,CHEMBL4023195,Inhibition of FITC-Bak-BH3/FITC-Bim-BH3 binding to MCL1 (172 to 327 residues) (unknown origin) expressed in Escherichia coli BL21 CodonPlus (DE3) RIL after 1.5 hrs by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020825,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL1689145,,0,956.62,3,9.69,33,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ncnc3cc(N4CCN(CC5=C(c6ccc(Cl)cc6)CCC(C)(C)C5)CC4)ccc23)cc1S(=O)(=O)C(F)(F)F,IC50,'>',1000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL1693338,Displacement of wild type mBimBH3 from Mcl-1 by solution competition assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1687940,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL4060001,,0,313.83,1,5.38,20c,Cc1cc(OCCCn2ccc3ccccc32)cc(C)c1Cl,Ki,'>',30000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4015013,Inhibition of 6-carboxyfluorescein succinimidyl ester fluorescence tagged-Bid BH3 peptide (79 to 99 residues) binding to Mcl-1 (unknown origin) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4014295,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL4079962,,0,373.84,0,4.54,17i,Cc1cc(OCCCn2ccc3ccc(OCC(=O)O)cc32)ccc1Cl,Ki,'=',9890,nM,5,,,UO_0000065,13.39,0.26,0.46,8.25,FALSE,CHEMBL4015013,Inhibition of 6-carboxyfluorescein succinimidyl ester fluorescence tagged-Bid BH3 peptide (79 to 99 residues) binding to Mcl-1 (unknown origin) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4014295,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL4098490,,0,375.42,0,4.73,17d,O=C(O)COc1ccc2ccn(CCCOc3cccc4ccccc34)c2c1,Ki,'=',2570,nM,5.59,,,UO_0000065,14.89,0.27,0.86,9.21,FALSE,CHEMBL4015013,Inhibition of 6-carboxyfluorescein succinimidyl ester fluorescence tagged-Bid BH3 peptide (79 to 99 residues) binding to Mcl-1 (unknown origin) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4014295,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL3893820,,0,381.39,0,4.53,BDBM231567,O=C(Nc1cccnc1)c1cc(-c2ccco2)nc2ccc(-c3cn[nH]c3)cc12,IC50,'=',8200,nM,5.09,,404211,UO_0000065,1334.00%,24.00%,0.56,5.26,FALSE,CHEMBL3888497,Biotin Assay: A streptavidin-coated plate (Thermo Scientific,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4163417,,0,589.46,None,None,15,Cc1c(-c2cccc3c(CCCOc4cccc5ccccc45)c(C(=O)O)[nH]c23)c(COc2ccc(B(O)O)cc2)nn1C,IC50,'=',162,nM,6.79,,,UO_0000065,11.52,None,None,None,FALSE,CHEMBL4147743,Inhibition of FAM labelled Bid-BH3 binding to N-terminal GST-tagged human recombinant MCL1 expressed in Escherichia coli BL2(DE3) after 60 mins by TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4145520,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4213977,,0,459.95,1,5.89,12f,Cc1cc(Oc2ccc(/C=C3\SC(=O)N([C@H](C(=O)O)C(C)C)C3=O)cc2)cc(C)c1Cl,Ki,'=',1190,nM,5.92,,,UO_0000065,12.88,0.26,0.03,7.06,FALSE,CHEMBL4184602,Inhibition of FITC-labeled Bak-BH3 peptide binding to MCL1 (172 to 371 residues) (unknown origin) by fluorescence polarization competition assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4184084,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
CHEMBL259033,,0,392.41,0,4.67,7,CC(C)C(=O)c1cc(C(=O)c2ccc(Oc3ccccc3)cc2)c(O)c(O)c1O,IC50,'=',2670,nM,5.57,,,UO_0000065,14.2,0.26,0.9,5.36,FALSE,CHEMBL932184,Inhibition of human Mcl-1 protein by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141593,1,Scientific Literature,J. Med. Chem.,2008,None,
CHEMBL2171509,,0,436.6,1,6.77,45,CC(C)c1cc(-c2cc3ccccc3nc2N2CCCC2)cc2nc(N3CCCC3)ccc12,EC50,'=',2300,nM,5.64,,,UO_0000065,12.91,0.23,-1.13,17.48,FALSE,CHEMBL2173038,Inhibition of GST-tagged recombinant Mcl1 interaction with biotinylated Bim peptide by ELISA based competitive binding assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2169820,1,Scientific Literature,Eur. J. Med. Chem.,2012,None,
CHEMBL4522028,,0,1163.32,None,None,dMCL1-2,Cc1nn(C)c(COc2ccc(N3CCN(S(=O)(=O)N(C)C)CC3)cc2)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)n(CCN3CCN(C(=O)COc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c12,Activity,'=',100,%,,,,UO_0000187,,,,,FALSE,CHEMBL4398156,Induction of MCL1 long isoform degradation in CRBN-/- human OPM2 cells assessed as protein abundance at 500 nM after 48 hrs by immunoblot analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4396889,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4522028,,0,1163.32,None,None,dMCL1-2,Cc1nn(C)c(COc2ccc(N3CCN(S(=O)(=O)N(C)C)CC3)cc2)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)n(CCN3CCN(C(=O)COc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c12,Activity,'=',100,%,,,,UO_0000187,,,,,FALSE,CHEMBL4398158,Induction of MCL1 short isoform degradation in CRBN-/- human OPM2 cells assessed as protein abundance at 100 nM after 48 hrs by immunoblot analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4396889,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4646299,,0,313.44,0,4.53,(-)-4a,CONC(=O)[C@@H]1CC=C(CCC=C(C)C)C[C@H]1c1ccccc1,Ki,'>',33000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4617558,Inhibition of Mcl-1 (unknown origin)/Bid interaction preincubated for 5 mins followed by fluorescein-labeled peptide addition and measured after 10 mins by fluorescein-labeled peptide displacement based fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4616621,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL1269107,,0,586.6,2,5.78,BI97D6,CC1=C(C2=C(C)C(=O)c3c(cc(O)c(O)c3Cc3ccccc3)C2=O)C(=O)c2cc(O)c(O)c(Cc3ccccc3)c2C1=O,Ki,'=',25,nM,7.6,,,UO_0000065,12.96,0.24,1.82,5.1,FALSE,CHEMBL4398459,Inhibition of MCl-1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4396893,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL389660,,0,340.38,0,4.08,8b,Cc1oc2c(CC(C)C)c(O)c(O)c(O)c2c(=O)c1-c1ccccc1,Ki,'=',400,nM,6.4,,,UO_0000065,18.8,0.35,2.32,7.04,FALSE,CHEMBL2345534,Binding affinity to Mcl-1 (unknown origin) by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2331511,1,Scientific Literature,Eur. J. Med. Chem.,2013,None,
CHEMBL51483,GOSSYPOL,3,518.56,3,6.38,Gossypol,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,Kd,'=',2630.27,nM,5.58,,,UO_0000065,10.76,0.2,-0.8,3.59,FALSE,CHEMBL2345532,Binding affinity to his-tagged Mcl-1 (unknown origin) expressed in Escherichia coli BL21 (DE3) cells by ITC analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BL21-DE3,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2331511,1,Scientific Literature,Eur. J. Med. Chem.,2013,None,
CHEMBL2333142,CYANOACETAMIDE,0,84.08,0,-0.61,4,N#CCC(N)=O,Kd,'=',13520,nM,4.87,,,UO_0000065,57.91,1.11,5.48,7.28,FALSE,CHEMBL2345532,Binding affinity to his-tagged Mcl-1 (unknown origin) expressed in Escherichia coli BL21 (DE3) cells by ITC analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BL21-DE3,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2331511,1,Scientific Literature,Eur. J. Med. Chem.,2013,None,
CHEMBL2312484,,0,399.52,1,5.02,6b,CCCCNC1=C2C(=NC1=O)c1cccc3c(Sc4ccc(N)cc4)ccc2c13,Activity,,,,,,Active,,,,,,FALSE,CHEMBL2318335,Binding affinity to [15N]-labeled cMcl-1 (residues 171 to 327) (unknown origin) assessed as binding to p2 pocket NMR spectroscopy,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2311285,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,
CHEMBL2312484,,0,399.52,1,5.02,6b,CCCCNC1=C2C(=NC1=O)c1cccc3c(Sc4ccc(N)cc4)ccc2c13,Activity,'>',60,%,,,,UO_0000187,,,,,FALSE,CHEMBL2318337,Binding affinity to [15N]-labeled cMcl-1 (residues 171 to 327) (unknown origin) assessed as binding to BH3-binding groove NMR spectroscopy,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2311285,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,
CHEMBL2312483,,0,439.58,0,4.67,5h,O=C1N=C2C(=C1NCCCc1ccccc1)c1ccc(N3CCSCC3)c3cccc2c13,IC50,'=',15,nM,7.82,,,UO_0000065,17.8,0.33,3.15,17.5,FALSE,CHEMBL2318342,Binding affinity to cMcl-1 (residues 171 to 327) (unknown origin) by biotin-Bim displacement based ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2311285,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,
CHEMBL2312482,,0,405.57,0,4.62,5e,CCCCCCNC1=C2C(=NC1=O)c1cccc3c(N4CCSCC4)ccc2c13,IC50,'=',37,nM,7.43,,,UO_0000065,18.32,0.35,2.81,16.63,FALSE,CHEMBL2318342,Binding affinity to cMcl-1 (residues 171 to 327) (unknown origin) by biotin-Bim displacement based ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2311285,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,
CHEMBL1351018,,0,335.2,0,3.89,SID7976409,O=C(Nc1ccc(N2CCCC2)cc1)c1ccc(Br)o1,IC50,'=',932.48,nM,6.03,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1469666,,0,517.37,2,5.99,SID24783728,CCOc1ccc(C(=O)Nc2cc(NC(=O)c3ccc(OCC)c(Cl)c3)cc(C(=O)O)c2)cc1Cl,IC50,'=',14280.82,nM,4.84,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1430820,,0,301.35,0,4.3,SID26725799,Cc1[nH]c2ccccc2c1/C=C/c1nc(O)c2ccccc2n1,IC50,'=',5545.96,nM,5.26,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1987510,,0,371.4,0,3.85,SID26661698,COc1cccc(/C=N/Nc2nc(-c3cccnc3)nc3ccccc23)c1O,IC50,'=',1491.46,nM,5.83,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1311844,,0,403.49,0,3.72,SID22414381,CN(C)c1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(N(C)C)cc3)n2)cc1,IC50,'=',3326.09,nM,5.48,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1587409,,0,422.5,0,1.84,SID7975520,COc1ccc(CCNC(=O)CN(c2ccc(OC)c(OC)c2)S(C)(=O)=O)cc1,IC50,'=',26021.44,nM,4.58,,Not Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1351799,,0,410.81,0,3.66,SID17401902,CCOC(=O)c1cc(-c2ccc(/C=C3/C(=O)NC(=O)C(C#N)=C3C)o2)ccc1Cl,IC50,'=',751.61,nM,6.12,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL3195054,,0,332.41,0,3.87,SID17513757,CC(=O)Nc1sc(N/N=C\c2ccco2)nc1-c1cccs1,IC50,'=',5228.87,nM,5.28,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
